date,close,open,low,high
08-Oct-2004,13.4632,13.4632,13.4632,13.4632
11-Oct-2004,13.7555,13.7555,13.7555,13.7555
12-Oct-2004,13.8937,13.8937,13.8937,13.8937
13-Oct-2004,13.2223,13.2223,13.2223,13.2223
14-Oct-2004,13.0835,13.0835,13.0835,13.0835
15-Oct-2004,13.6916,13.6916,13.6916,13.6916
18-Oct-2004,13.6822,13.6822,13.6822,13.6822
19-Oct-2004,13.1138,13.1138,13.1138,13.1138
20-Oct-2004,13.9535,13.9535,13.9535,13.9535
21-Oct-2004,13.3245,13.3245,13.3245,13.3245
22-Oct-2004,13.4145,13.4145,13.4145,13.4145
25-Oct-2004,15.1726,15.1726,15.1726,15.1726
26-Oct-2004,15.0428,15.0428,15.0428,15.0428
27-Oct-2004,15.2227,15.2227,15.2227,15.2227
28-Oct-2004,14.6704,14.6704,14.6704,14.6704
29-Oct-2004,14.9565,14.9565,14.9565,14.9565
01-Nov-2004,14.6680,14.6680,14.6680,14.6680
02-Nov-2004,14.2663,14.2663,14.2663,14.2663
03-Nov-2004,13.0439,13.0439,13.0439,13.0439
04-Nov-2004,13.0968,13.0968,13.0968,13.0968
05-Nov-2004,12.8122,12.8122,12.8122,12.8122
08-Nov-2004,12.9356,12.9356,12.9356,12.9356
09-Nov-2004,12.9482,12.9482,12.9482,12.9482
10-Nov-2004,12.4657,12.4657,12.4657,12.4657
11-Nov-2004,12.2025,12.2025,12.2025,12.2025
12-Nov-2004,11.9233,11.9233,11.9233,11.9233
15-Nov-2004,12.7582,12.7582,12.7582,12.7582
16-Nov-2004,13.1300,13.1300,13.1300,13.1300
17-Nov-2004,13.1533,13.1533,13.1533,13.1533
18-Nov-2004,13.0537,13.0537,13.0537,13.0537
19-Nov-2004,13.8119,13.8119,13.8119,13.8119
22-Nov-2004,13.9615,13.9615,13.9615,13.9615
23-Nov-2004,13.2869,13.2869,13.2869,13.2869
24-Nov-2004,13.0586,13.0586,13.0586,13.0586
25-Nov-2004,12.3790,12.3790,12.3790,12.3790
26-Nov-2004,12.3501,12.3501,12.3501,12.3501
29-Nov-2004,13.0345,13.0345,13.0345,13.0345
30-Nov-2004,13.8788,13.8788,13.8788,13.8788
01-Dec-2004,13.3217,13.3217,13.3217,13.3217
02-Dec-2004,13.0091,13.0091,13.0091,13.0091
03-Dec-2004,13.1114,13.1114,13.1114,13.1114
06-Dec-2004,13.5983,13.5983,13.5983,13.5983
07-Dec-2004,13.2564,13.2564,13.2564,13.2564
08-Dec-2004,13.2342,13.2342,13.2342,13.2342
09-Dec-2004,13.2577,13.2577,13.2577,13.2577
10-Dec-2004,12.7268,12.7268,12.7268,12.7268
13-Dec-2004,12.7801,12.7801,12.7801,12.7801
14-Dec-2004,12.4194,12.4194,12.4194,12.4194
15-Dec-2004,11.9532,11.9532,11.9532,11.9532
16-Dec-2004,11.1324,11.1324,11.1324,11.1324
17-Dec-2004,11.4362,11.4362,11.4362,11.4362
20-Dec-2004,10.9989,10.9989,10.9989,10.9989
21-Dec-2004,10.8884,10.8884,10.8884,10.8884
22-Dec-2004,10.3471,10.3471,10.3471,10.3471
23-Dec-2004,10.6641,10.6641,10.6641,10.6641
27-Dec-2004,10.9485,10.9485,10.9485,10.9485
28-Dec-2004,10.9676,10.9676,10.9676,10.9676
29-Dec-2004,11.4136,11.4136,11.4136,11.4136
30-Dec-2004,11.5524,11.5524,11.5524,11.5524
03-Jan-2005,11.5088,11.5088,11.5088,11.5088
04-Jan-2005,11.5472,11.5472,11.5472,11.5472
05-Jan-2005,11.8650,11.8650,11.8650,11.8650
06-Jan-2005,11.6649,11.6649,11.6649,11.6649
07-Jan-2005,11.7431,11.7431,11.7431,11.7431
10-Jan-2005,11.9206,11.9206,11.9206,11.9206
11-Jan-2005,12.0540,12.0540,12.0540,12.0540
12-Jan-2005,12.2371,12.2371,12.2371,12.2371
13-Jan-2005,11.8671,11.8671,11.8671,11.8671
14-Jan-2005,11.1863,11.1863,11.1863,11.1863
17-Jan-2005,10.8791,10.8791,10.8791,10.8791
18-Jan-2005,11.2155,11.2155,11.2155,11.2155
19-Jan-2005,11.0321,11.0321,11.0321,11.0321
20-Jan-2005,11.4837,11.4837,11.4837,11.4837
21-Jan-2005,11.4750,11.4750,11.4750,11.4750
24-Jan-2005,11.2839,11.2839,11.2839,11.2839
25-Jan-2005,11.1272,11.1272,11.1272,11.1272
26-Jan-2005,11.0712,11.0712,11.0712,11.0712
27-Jan-2005,11.1224,11.1224,11.1224,11.1224
28-Jan-2005,10.8951,10.8951,10.8951,10.8951
31-Jan-2005,10.8743,10.8743,10.8743,10.8743
01-Feb-2005,10.6660,10.6660,10.6660,10.6660
02-Feb-2005,10.4058,10.4058,10.4058,10.4058
03-Feb-2005,10.1404,10.1404,10.1404,10.1404
04-Feb-2005,9.9716,9.9716,9.9716,9.9716
07-Feb-2005,10.0028,10.0028,10.0028,10.0028
08-Feb-2005,9.6813,9.6813,9.6813,9.6813
09-Feb-2005,9.6755,9.6755,9.6755,9.6755
10-Feb-2005,9.6835,9.6835,9.6835,9.6835
11-Feb-2005,9.4732,9.4732,9.4732,9.4732
14-Feb-2005,9.7796,9.7796,9.7796,9.7796
15-Feb-2005,10.2228,10.2228,10.2228,10.2228
16-Feb-2005,10.6460,10.6460,10.6460,10.6460
17-Feb-2005,10.6878,10.6878,10.6878,10.6878
18-Feb-2005,10.5620,10.5620,10.5620,10.5620
21-Feb-2005,10.2632,10.2632,10.2632,10.2632
22-Feb-2005,10.2432,10.2432,10.2432,10.2432
23-Feb-2005,10.6725,10.6725,10.6725,10.6725
24-Feb-2005,10.3157,10.3157,10.3157,10.3157
25-Feb-2005,9.7586,9.7586,9.7586,9.7586
28-Feb-2005,9.9495,9.9495,9.9495,9.9495
01-Mar-2005,9.9460,9.9460,9.9460,9.9460
02-Mar-2005,9.9868,9.9868,9.9868,9.9868
03-Mar-2005,10.3982,10.3982,10.3982,10.3982
04-Mar-2005,10.2399,10.2399,10.2399,10.2399
07-Mar-2005,10.3549,10.3549,10.3549,10.3549
08-Mar-2005,10.4765,10.4765,10.4765,10.4765
09-Mar-2005,10.6596,10.6596,10.6596,10.6596
10-Mar-2005,10.9209,10.9209,10.9209,10.9209
11-Mar-2005,10.7072,10.7072,10.7072,10.7072
14-Mar-2005,10.8979,10.8979,10.8979,10.8979
15-Mar-2005,10.2049,10.2049,10.2049,10.2049
16-Mar-2005,11.2166,11.2166,11.2166,11.2166
17-Mar-2005,11.0371,11.0371,11.0371,11.0371
18-Mar-2005,10.3362,10.3362,10.3362,10.3362
21-Mar-2005,10.1876,10.1876,10.1876,10.1876
22-Mar-2005,10.1977,10.1977,10.1977,10.1977
23-Mar-2005,10.1023,10.1023,10.1023,10.1023
24-Mar-2005,9.6674,9.6674,9.6674,9.6674
25-Mar-2005,9.6674,9.6674,9.6674,9.6674
29-Mar-2005,10.2554,10.2554,10.2554,10.2554
30-Mar-2005,10.5608,10.5608,10.5608,10.5608
31-Mar-2005,10.3338,10.3338,10.3338,10.3338
01-Apr-2005,10.1963,10.1963,10.1963,10.1963
04-Apr-2005,10.9722,10.9722,10.9722,10.9722
05-Apr-2005,10.2572,10.2572,10.2572,10.2572
06-Apr-2005,9.8494,9.8494,9.8494,9.8494
07-Apr-2005,10.3549,10.3549,10.3549,10.3549
08-Apr-2005,9.4622,9.4622,9.4622,9.4622
11-Apr-2005,9.9631,9.9631,9.9631,9.9631
12-Apr-2005,10.2894,10.2894,10.2894,10.2894
13-Apr-2005,9.9683,9.9683,9.9683,9.9683
14-Apr-2005,9.7328,9.7328,9.7328,9.7328
15-Apr-2005,10.4855,10.4855,10.4855,10.4855
18-Apr-2005,13.3096,13.3096,13.3096,13.3096
19-Apr-2005,12.4044,12.4044,12.4044,12.4044
20-Apr-2005,12.3121,12.0120,10.8100,12.3121
21-Apr-2005,12.5915,12.3400,11.3600,12.7200
22-Apr-2005,11.7347,12.7944,11.6909,12.9185
25-Apr-2005,12.0555,12.3597,11.9205,12.3621
26-Apr-2005,12.1148,12.0650,11.6282,12.1148
27-Apr-2005,12.6210,11.8621,11.6550,12.8413
28-Apr-2005,12.3489,12.8073,12.0232,12.8527
29-Apr-2005,12.0768,12.3301,11.7718,12.7628
02-May-2005,11.6482,12.6453,11.5437,12.7066
03-May-2005,11.3884,11.7089,11.3864,11.9359
04-May-2005,10.9042,11.3678,10.8660,11.3933
06-May-2005,10.2761,10.8403,10.2210,10.8418
09-May-2005,11.0577,10.7663,10.6133,11.0577
10-May-2005,11.8835,10.8801,10.6834,11.9768
11-May-2005,12.2734,12.2069,12.0004,12.3372
12-May-2005,11.7130,12.2920,11.5899,12.2936
13-May-2005,11.8010,11.6700,11.5933,11.8678
17-May-2005,11.9710,12.3364,11.8416,12.3978
18-May-2005,11.3244,12.2240,11.2683,12.2254
19-May-2005,11.1617,11.2469,10.9152,11.2990
20-May-2005,10.6174,10.8292,10.5066,10.8308
23-May-2005,10.4456,10.9459,10.2809,10.9465
24-May-2005,10.1257,10.3201,9.9316,10.3441
25-May-2005,10.0853,10.1941,9.7727,10.1982
26-May-2005,9.9100,10.1100,9.5700,10.1100
27-May-2005,9.6505,9.9862,9.5203,10.0638
30-May-2005,9.6758,9.8248,9.6688,9.8334
31-May-2005,10.0361,9.6833,9.5892,10.0420
01-Jun-2005,9.6759,10.0722,9.5955,10.0737
02-Jun-2005,9.9570,9.7072,9.6367,9.9570
03-Jun-2005,9.9823,9.9085,9.7889,10.0689
06-Jun-2005,10.3601,10.2651,10.1594,10.5019
07-Jun-2005,9.9524,10.4674,9.7786,10.4688
08-Jun-2005,9.9863,9.7111,9.7111,10.0311
09-Jun-2005,10.1352,9.9465,9.9465,10.3569
10-Jun-2005,10.0622,10.0979,9.8122,10.0993
13-Jun-2005,10.1978,10.3648,9.9108,10.3662
14-Jun-2005,9.8786,9.8723,9.8065,10.0338
15-Jun-2005,10.1942,10.0811,9.8311,10.4457
16-Jun-2005,10.2088,10.3716,9.9197,10.3731
17-Jun-2005,10.0867,10.0654,9.6876,10.0867
20-Jun-2005,10.7457,10.6236,10.5392,10.9249
21-Jun-2005,10.0445,10.7494,9.7927,10.7505
22-Jun-2005,9.9772,9.8983,9.6804,10.0163
23-Jun-2005,10.1180,9.9079,9.6697,10.2064
24-Jun-2005,10.4459,9.9866,9.8687,10.4808
27-Jun-2005,10.9365,10.8923,10.8164,11.0541
28-Jun-2005,10.7656,11.0588,10.6296,11.0625
29-Jun-2005,10.0638,10.6137,9.9902,10.6150
30-Jun-2005,10.2101,10.0495,9.9511,10.2268
01-Jul-2005,9.8549,10.2488,9.7557,10.4440
04-Jul-2005,9.8572,10.0852,9.8200,10.1560
05-Jul-2005,9.9621,9.7914,9.7914,10.2793
06-Jul-2005,9.7283,9.9468,9.6279,9.9506
07-Jul-2005,10.8838,9.7355,9.7355,12.0324
08-Jul-2005,9.9262,11.2655,9.8321,11.2670
11-Jul-2005,9.8741,10.2252,9.7015,10.2619
12-Jul-2005,10.2291,9.8566,9.7712,10.3830
13-Jul-2005,9.9435,10.4814,9.8286,10.4827
14-Jul-2005,9.2393,9.5823,9.1311,9.5838
15-Jul-2005,9.6303,9.8200,9.4791,9.8531
18-Jul-2005,10.1163,10.3209,9.9410,10.3329
19-Jul-2005,9.7327,10.2506,9.6665,10.2506
20-Jul-2005,10.1025,9.9362,9.4239,10.1870
21-Jul-2005,10.9449,10.0703,9.6952,10.9958
22-Jul-2005,10.6761,11.0747,10.5732,11.0764
25-Jul-2005,10.8033,11.0230,10.7207,11.0244
26-Jul-2005,10.5281,10.7526,10.3526,10.8171
27-Jul-2005,9.9955,10.3947,9.8083,10.3961
28-Jul-2005,10.6013,10.3915,10.0004,10.8052
29-Jul-2005,11.1405,10.7583,10.6800,11.1587
01-Aug-2005,11.3727,11.6049,11.2138,11.6066
02-Aug-2005,10.9211,11.3556,10.8036,11.3570
03-Aug-2005,10.9701,10.7966,10.6274,11.0788
04-Aug-2005,11.4020,11.0520,10.9730,11.4020
05-Aug-2005,11.5348,11.4279,11.2795,11.5380
08-Aug-2005,11.9585,12.0932,11.5275,12.0949
09-Aug-2005,11.5986,11.8651,11.5680,11.8873
10-Aug-2005,11.4400,11.5900,11.1900,11.5900
11-Aug-2005,11.8200,11.4700,11.4500,11.9300
12-Aug-2005,12.1200,12.1900,11.8800,12.3000
15-Aug-2005,12.3233,12.5291,12.1595,12.5311
16-Aug-2005,11.8877,12.3812,11.7366,12.3829
17-Aug-2005,12.3349,12.1876,12.1065,12.5124
18-Aug-2005,12.3743,12.0293,11.8783,12.5008
19-Aug-2005,11.5024,12.5201,11.3906,12.5220
22-Aug-2005,11.9678,11.7973,11.5179,12.0239
23-Aug-2005,12.4914,11.9597,11.9597,12.5410
24-Aug-2005,12.5100,12.2125,12.2125,12.8602
25-Aug-2005,12.6617,12.4560,12.2377,12.8748
26-Aug-2005,12.5696,12.8704,11.8897,12.8718
29-Aug-2005,12.6744,13.1078,12.6742,13.7675
30-Aug-2005,12.3558,12.8010,12.0547,12.8026
31-Aug-2005,12.0316,12.5134,11.7519,12.5167
01-Sep-2005,11.7285,11.9547,11.2293,12.0591
02-Sep-2005,11.7571,11.4471,11.2275,11.9032
05-Sep-2005,11.5569,11.9740,11.4315,11.9755
06-Sep-2005,11.3881,11.5461,11.0847,11.5476
07-Sep-2005,10.9349,11.1079,10.8124,11.1262
08-Sep-2005,10.8656,10.8305,10.7349,11.1497
09-Sep-2005,10.6377,10.6541,10.3403,10.6962
12-Sep-2005,10.6726,10.7343,10.3610,10.8790
13-Sep-2005,11.2209,10.5539,10.4715,11.2939
14-Sep-2005,11.1715,11.0020,10.8958,11.1928
15-Sep-2005,11.1776,10.8613,10.5297,11.2562
16-Sep-2005,10.7648,10.9030,10.1342,10.9051
19-Sep-2005,11.3275,10.8231,10.7513,11.3275
20-Sep-2005,11.0899,10.8775,10.6763,11.1144
21-Sep-2005,11.6139,10.8947,10.8947,11.6139
22-Sep-2005,12.0778,11.3878,11.3798,12.3659
23-Sep-2005,11.7752,12.0349,11.3716,12.0840
26-Sep-2005,11.6772,11.8738,11.3864,11.8754
27-Sep-2005,11.8472,11.3911,11.3911,11.8472
28-Sep-2005,11.6752,11.6426,11.4675,11.6850
29-Sep-2005,12.1761,11.3710,11.3030,12.1808
30-Sep-2005,11.8376,11.9629,11.6955,12.1023
03-Oct-2005,11.4963,11.8711,11.1093,11.8726
04-Oct-2005,11.9527,11.2071,11.2071,11.9527
05-Oct-2005,12.4031,11.8329,11.8329,12.4641
06-Oct-2005,13.9017,12.6778,12.6778,14.0457
07-Oct-2005,13.8991,16.4042,13.5545,16.4068
10-Oct-2005,14.1084,14.2253,13.7594,14.2269
11-Oct-2005,13.6108,13.8087,13.3377,13.8103
12-Oct-2005,13.8347,13.6375,13.5755,13.9727
13-Oct-2005,14.7402,14.2030,14.0920,14.9408
14-Oct-2005,14.4292,14.7349,14.3595,14.7367
17-Oct-2005,14.4532,14.8529,14.4492,14.8550
18-Oct-2005,13.8566,14.4199,13.6908,14.4218
19-Oct-2005,14.9683,13.5639,13.5399,15.1716
20-Oct-2005,14.3008,15.0791,14.0302,15.0815
21-Oct-2005,14.5188,14.1706,13.9784,14.5188
24-Oct-2005,14.5535,15.1178,14.3784,15.1198
25-Oct-2005,14.5175,14.2129,13.8178,14.5610
26-Oct-2005,14.2147,14.3965,14.1182,14.3983
27-Oct-2005,14.7642,13.9151,13.9151,14.9118
28-Oct-2005,14.9075,14.6943,14.5209,15.0325
31-Oct-2005,14.3812,15.4007,14.3808,15.7198
01-Nov-2005,14.2668,14.1265,14.0038,14.3059
02-Nov-2005,14.1075,14.0087,13.8826,14.4878
03-Nov-2005,13.3499,13.8518,13.1463,13.9311
04-Nov-2005,13.4636,13.3772,13.1498,14.1003
07-Nov-2005,13.6126,13.6744,13.3246,13.9825
08-Nov-2005,14.2142,13.4474,13.2095,14.2708
09-Nov-2005,14.1665,13.8837,13.7365,14.3494
10-Nov-2005,13.6204,13.8934,13.3777,14.0362
11-Nov-2005,12.8432,13.2781,12.6357,13.2798
14-Nov-2005,13.5600,12.9000,12.8000,13.6600
15-Nov-2005,13.4836,13.1809,13.1809,13.5856
16-Nov-2005,14.4226,13.2334,13.1937,14.6316
17-Nov-2005,14.3623,13.8573,13.3083,14.4462
18-Nov-2005,14.6481,14.4606,13.9274,14.7277
21-Nov-2005,14.2934,14.7291,14.2592,15.0807
22-Nov-2005,13.6612,13.9295,13.5800,14.1745
23-Nov-2005,13.2693,13.6168,13.2597,13.8087
24-Nov-2005,13.3437,13.2357,13.0376,13.5762
25-Nov-2005,13.1308,13.1326,12.9726,13.3465
28-Nov-2005,14.0844,13.6176,13.2294,14.1104
29-Nov-2005,13.7640,13.7790,13.4195,13.9672
30-Nov-2005,13.7254,13.6257,13.5554,14.0485
01-Dec-2005,13.0325,13.8067,12.9690,13.8320
02-Dec-2005,12.8460,12.9513,12.7428,12.9849
05-Dec-2005,13.2906,13.1947,12.9808,13.3392
06-Dec-2005,13.3959,13.3431,13.0546,13.4103
07-Dec-2005,13.6262,13.3387,13.2193,13.6443
08-Dec-2005,13.7295,13.6241,13.5959,14.0718
09-Dec-2005,13.0901,13.7181,13.0798,13.7199
12-Dec-2005,15.9178,13.6621,13.0221,16.0368
13-Dec-2005,12.7344,13.2150,12.6935,13.2467
14-Dec-2005,12.9711,12.8187,12.6433,13.1306
15-Dec-2005,13.5699,13.2585,12.7844,13.6117
16-Dec-2005,12.1858,13.5547,12.0542,13.5721
19-Dec-2005,11.7953,12.6944,11.7230,12.6966
20-Dec-2005,12.0544,11.8699,11.8342,12.2126
21-Dec-2005,11.7377,12.1560,11.5705,12.1576
22-Dec-2005,11.8628,11.7706,11.6700,12.0484
23-Dec-2005,11.5634,11.8739,11.3377,11.8766
27-Dec-2005,11.6427,12.1368,11.5427,12.1385
28-Dec-2005,11.8558,11.7047,11.5202,11.8987
29-Dec-2005,12.0076,12.0080,11.7340,12.0106
30-Dec-2005,12.4579,11.9372,11.9223,12.4801
03-Jan-2006,13.3052,13.2930,12.2494,13.4544
04-Jan-2006,13.0363,13.2696,12.9108,13.3029
05-Jan-2006,13.2209,13.0506,13.0150,13.4014
06-Jan-2006,13.1034,13.3369,13.0064,13.3387
09-Jan-2006,13.5284,13.4492,13.0632,13.5284
10-Jan-2006,14.1843,13.5255,13.5247,14.2914
11-Jan-2006,13.5772,14.3569,13.4966,14.3589
12-Jan-2006,13.4124,13.6129,13.2873,13.6149
13-Jan-2006,13.4992,13.4499,13.3346,13.6814
16-Jan-2006,13.5891,14.2153,13.5837,14.2176
17-Jan-2006,14.0004,13.5685,13.5092,14.0741
18-Jan-2006,14.5655,14.0662,14.0662,15.3806
19-Jan-2006,13.8572,14.7763,13.8478,14.7780
20-Jan-2006,13.7813,13.8824,12.7744,13.8844
23-Jan-2006,14.4644,14.8083,14.4406,15.5189
24-Jan-2006,14.0858,14.3305,13.9573,14.3325
25-Jan-2006,14.0255,14.2164,13.8745,14.2190
26-Jan-2006,13.7003,14.0339,13.5416,14.0361
27-Jan-2006,13.6097,13.7678,13.4382,13.8640
30-Jan-2006,13.8296,13.9202,13.7334,13.9232
31-Jan-2006,13.9916,13.8783,13.6006,14.0319
01-Feb-2006,13.7315,14.0298,13.6476,14.0317
02-Feb-2006,13.8742,13.7908,13.4962,13.8742
03-Feb-2006,13.8052,14.1431,13.6924,14.1456
06-Feb-2006,13.9302,14.3065,13.7713,14.3088
07-Feb-2006,13.8956,13.9970,13.6220,13.9989
08-Feb-2006,13.8118,13.8850,13.7198,14.2661
09-Feb-2006,13.6032,14.0121,13.6005,14.0672
10-Feb-2006,13.4456,13.6103,13.3657,13.6124
13-Feb-2006,13.6600,13.9700,13.6000,13.9700
14-Feb-2006,13.5100,13.5900,13.4000,13.6600
15-Feb-2006,13.7568,13.5980,13.4999,13.8105
16-Feb-2006,13.0199,13.9951,12.9433,13.9966
17-Feb-2006,12.6838,13.2721,12.6000,13.2732
20-Feb-2006,12.4854,13.2213,12.4460,13.2224
21-Feb-2006,12.3200,12.5300,12.1300,12.5300
22-Feb-2006,12.0920,12.4139,12.0758,12.4159
23-Feb-2006,12.1561,12.1754,11.9167,12.2407
24-Feb-2006,12.0693,12.4549,12.0489,12.4566
27-Feb-2006,12.3046,12.5117,12.2406,12.5136
28-Feb-2006,12.6295,12.1678,11.9752,12.6882
01-Mar-2006,12.5064,12.8249,12.3725,12.8269
02-Mar-2006,12.4389,12.3713,12.1341,12.5357
03-Mar-2006,12.6225,12.7098,12.4252,12.7424
06-Mar-2006,12.8677,13.1360,12.7436,13.1821
07-Mar-2006,13.1857,12.8950,12.8575,13.3228
08-Mar-2006,13.3679,13.4339,13.1590,13.6373
09-Mar-2006,13.1050,13.4700,12.9652,13.6017
10-Mar-2006,12.6024,13.1005,12.5349,13.1079
13-Mar-2006,12.3838,12.7248,12.2165,12.7818
14-Mar-2006,12.1993,12.3284,12.0590,12.3926
15-Mar-2006,12.2872,12.3362,12.0745,12.3380
16-Mar-2006,12.0526,12.3063,11.9767,12.3091
17-Mar-2006,11.6318,12.1668,11.3872,12.3097
20-Mar-2006,12.0005,12.1482,11.7680,12.3648
21-Mar-2006,11.9391,12.2273,11.8474,12.2296
22-Mar-2006,11.6980,11.9882,11.6939,12.0282
23-Mar-2006,11.8825,11.9294,11.6020,11.9968
24-Mar-2006,11.4429,11.8779,11.3762,11.8799
27-Mar-2006,11.9164,11.9727,11.7306,12.0175
28-Mar-2006,12.3409,12.2754,11.9809,12.3484
29-Mar-2006,12.2975,12.4823,12.1706,12.4853
30-Mar-2006,11.8438,12.3815,11.8244,12.3916
31-Mar-2006,11.8117,11.8536,11.7002,11.8589
03-Apr-2006,11.8815,12.4477,11.8801,12.5525
04-Apr-2006,12.0198,11.8970,11.8159,12.0350
05-Apr-2006,12.0410,12.1831,11.9405,12.2989
06-Apr-2006,11.9299,12.0693,11.8744,12.1029
07-Apr-2006,11.8287,12.0444,11.7081,12.0460
10-Apr-2006,12.1777,12.3728,12.1191,12.3993
11-Apr-2006,12.5854,12.2072,12.0517,12.5854
12-Apr-2006,12.6071,12.6782,12.5732,12.9158
13-Apr-2006,12.1584,12.6785,12.0915,12.6898
18-Apr-2006,12.9204,12.9522,12.6374,13.0339
19-Apr-2006,12.2957,12.8608,12.2445,12.8911
20-Apr-2006,12.2467,12.2922,12.0484,12.2938
21-Apr-2006,12.0273,12.3402,11.8672,13.1733
24-Apr-2006,12.3655,12.5476,12.3013,12.7731
25-Apr-2006,12.2330,12.5691,12.0132,12.5708
26-Apr-2006,11.5699,12.2956,11.5534,12.2972
27-Apr-2006,11.7337,11.6427,11.4428,11.8444
28-Apr-2006,11.6424,11.7195,11.5838,11.7750
02-May-2006,12.0087,12.4718,11.9743,12.4734
03-May-2006,12.3343,11.9913,11.8101,12.4233
04-May-2006,12.2984,12.6931,12.2656,12.7349
05-May-2006,11.8386,12.4209,11.7887,12.4226
08-May-2006,11.8417,12.0706,11.7125,12.1009
09-May-2006,11.7106,11.8965,11.6083,11.8981
10-May-2006,11.5699,11.6795,11.4735,11.7130
11-May-2006,11.6321,11.7402,11.3330,11.7417
12-May-2006,12.4765,11.7787,11.7239,12.5290
15-May-2006,14.1785,13.2578,13.1277,14.2575
16-May-2006,14.0910,14.3571,13.9067,14.3589
17-May-2006,14.4741,14.1507,13.5134,14.7738
18-May-2006,17.6301,15.9233,15.8884,17.6387
19-May-2006,17.4505,18.1168,17.3692,18.1220
22-May-2006,19.4075,17.6552,17.6552,19.4075
23-May-2006,19.0708,20.5029,18.8421,20.7261
24-May-2006,20.1390,18.6208,18.6208,20.3966
26-May-2006,18.4505,20.6883,18.4179,21.0420
29-May-2006,17.9625,18.1588,17.9167,18.1615
30-May-2006,19.6682,18.0280,17.8705,19.6909
31-May-2006,20.0547,20.4949,20.0142,21.0334
01-Jun-2006,18.6901,19.6183,18.6883,19.9601
02-Jun-2006,17.4791,18.3888,17.2713,18.5233
06-Jun-2006,19.1666,17.8980,17.8561,19.1666
07-Jun-2006,19.4327,19.8636,19.3581,19.8661
08-Jun-2006,20.1809,19.1959,19.1959,20.6391
09-Jun-2006,20.0379,21.0319,19.9611,21.2380
12-Jun-2006,20.2123,20.1247,19.8984,20.2566
13-Jun-2006,21.8558,20.3447,20.3447,22.0204
14-Jun-2006,21.6841,22.4133,21.5973,22.4170
15-Jun-2006,23.5667,25.1284,23.5371,25.3895
16-Jun-2006,21.5536,21.5978,20.3209,21.8215
19-Jun-2006,20.4959,21.9642,20.1516,22.0886
20-Jun-2006,19.4348,20.0163,19.4235,20.4851
21-Jun-2006,18.3203,19.3200,18.2922,19.3213
22-Jun-2006,17.6900,18.0164,17.2994,18.1915
23-Jun-2006,17.0946,17.3440,16.9624,17.3458
26-Jun-2006,17.7984,17.8670,17.5936,18.0087
27-Jun-2006,17.8652,17.7093,17.3864,17.8792
28-Jun-2006,17.8573,18.2708,17.7831,18.4916
29-Jun-2006,16.8591,17.8450,16.7727,17.8470
30-Jun-2006,15.5345,16.7499,15.4733,16.9637
03-Jul-2006,15.0757,15.7956,15.0482,15.8147
04-Jul-2006,14.8069,14.8979,14.7427,15.0305
05-Jul-2006,15.8889,14.7318,14.7315,15.8897
06-Jul-2006,15.5369,16.3668,15.4345,16.3686
07-Jul-2006,15.3567,15.2547,15.1687,15.5381
10-Jul-2006,15.6450,15.9160,15.6243,22.0643
11-Jul-2006,15.9849,15.5041,15.4906,15.9911
12-Jul-2006,15.9394,16.2292,15.4141,16.2319
13-Jul-2006,16.9272,15.7958,15.7958,16.9659
14-Jul-2006,17.8151,17.1358,17.1358,17.8652
17-Jul-2006,18.5491,18.4425,18.1129,19.0393
18-Jul-2006,18.6214,18.7105,18.3679,18.7180
19-Jul-2006,17.7485,18.7126,17.7317,18.7154
20-Jul-2006,16.4505,16.7973,16.3644,16.8621
21-Jul-2006,16.6350,16.4107,16.2492,16.7541
24-Jul-2006,16.6861,17.6659,16.5886,17.6687
25-Jul-2006,16.2276,15.9942,15.6905,16.2276
26-Jul-2006,15.9993,16.4035,15.9938,16.4057
27-Jul-2006,15.6476,15.9727,15.5643,15.9753
28-Jul-2006,15.1126,15.4331,15.0899,15.6185
31-Jul-2006,15.4786,15.6552,15.3964,15.6578
02-Aug-2006,15.7446,15.8790,15.6543,15.9749
03-Aug-2006,16.3385,15.8402,15.7243,16.5490
04-Aug-2006,16.2264,16.8482,16.0994,16.8615
07-Aug-2006,17.1512,16.3733,16.3733,17.1559
08-Aug-2006,17.5731,17.5097,17.2683,17.5883
09-Aug-2006,17.0444,17.6798,16.9969,17.6861
10-Aug-2006,17.0596,16.3455,16.3455,17.3486
11-Aug-2006,16.7386,17.2337,16.7296,17.2362
14-Aug-2006,16.3546,17.4032,16.3494,17.4059
15-Aug-2006,15.4999,16.3397,15.3019,16.3421
16-Aug-2006,14.9436,15.3133,14.8268,15.4949
17-Aug-2006,15.0300,15.2400,14.8100,15.2400
18-Aug-2006,14.7298,15.3036,14.5793,15.3058
21-Aug-2006,15.0178,15.2903,14.9153,15.3002
22-Aug-2006,14.5757,14.8786,14.4449,14.9626
23-Aug-2006,14.3119,14.4494,14.1274,14.4512
24-Aug-2006,14.0578,14.2392,13.8875,14.4131
25-Aug-2006,13.6428,14.0670,13.5637,14.0871
28-Aug-2006,13.9724,14.2829,13.9464,14.4080
29-Aug-2006,14.0991,14.0183,13.7909,14.1214
30-Aug-2006,13.9250,14.1954,13.8189,14.1973
31-Aug-2006,13.8882,14.1940,13.8812,14.2168
01-Sep-2006,13.5119,13.9765,13.4687,13.9786
04-Sep-2006,13.4614,13.9861,13.4399,13.9876
05-Sep-2006,13.5970,13.3446,13.2467,13.7357
