date,open,high,low,close,volume
2001-05-23,97.1948,98.3383,96.9661,97.6522,3066.0
2001-05-24,0.0,0.0,0.0,0.0,0.0
2001-05-25,91.7061,95.1366,89.8309,89.8309,18479.0
2001-05-28,92.8496,95.1366,91.4775,95.1366,10842.0
2001-05-29,94.9079,94.9079,91.4775,91.7061,5574.0
2001-05-30,93.307,93.307,89.6479,91.4775,6842.0
2001-05-31,90.2883,92.3922,90.2883,91.9348,5909.0
2001-06-01,91.4775,94.6792,91.203,94.6792,11935.0
2001-06-04,0.0,0.0,0.0,0.0,0.0
2001-06-05,91.4775,91.4775,88.8704,88.8704,4137.0
2001-06-06,89.5564,94.2218,89.5564,94.2218,6892.0
2001-06-07,0.0,0.0,0.0,0.0,0.0
2001-06-08,92.8496,92.8496,88.7331,88.8246,45371.0
2001-06-11,91.203,91.203,86.4462,86.4462,10363.0
2001-06-12,86.4919,89.8766,86.4919,88.2757,1224.0
2001-06-13,86.9036,90.5627,85.9888,89.1905,15263.0
2001-06-14,88.7331,89.6479,87.361,89.5564,11726.0
2001-06-15,89.5564,89.5564,81.6436,85.9431,25006.0
2001-06-18,85.8973,85.8973,79.311,80.7289,39398.0
2001-06-19,81.2777,82.284,77.7558,82.1925,24681.0
2001-06-20,82.3297,83.7019,77.7558,77.7558,34009.0
2001-06-21,78.9908,80.4087,74.1425,80.4087,147091.0
2001-06-22,78.8078,81.9181,78.2132,81.8266,41243.0
2001-06-25,83.4274,83.4274,80.7289,81.6894,7657.0
2001-06-26,81.8723,82.284,80.5002,82.1468,9526.0
2001-06-27,80.5002,82.3297,75.9263,75.9263,51396.0
2001-06-28,81.4149,81.9638,79.4024,81.4149,56795.0
2001-06-29,82.2382,82.2382,79.4024,80.6831,32254.0
2001-07-02,81.3235,81.3235,78.5334,78.9451,35022.0
2001-07-03,79.3567,82.101,78.3504,80.9576,11471.0
2001-07-04,80.9576,83.0158,79.5854,83.0158,9736.0
2001-07-05,83.0158,83.0158,79.1737,79.8141,4872.0
2001-07-06,80.6831,81.4149,79.0365,81.4149,4287.0
2001-07-09,77.7558,79.5854,77.7558,77.7558,4643.0
2001-07-10,77.7558,80.5002,77.7558,80.5002,10307.0
