date,close,volume,open,low,high
2019-04-11 12:05:00,78500,8,78300,78100,78500
2019-04-11 11:57:00,78400,16,78300,78000,78400
2019-04-11 11:33:00,78200,1,78200,78200,78200
2019-04-11 11:05:00,78000,1,78000,78000,78000
2019-04-11 11:03:00,78100,1,78100,78100,78100
2019-04-11 11:02:00,78200,1,78200,78200,78200
2019-04-11 10:56:00,78300,1,78300,78300,78300
2019-04-11 10:41:00,78200,1,78200,78200,78200
2019-04-11 10:00:00,78300,1,78300,78300,78300
2019-04-11 09:45:00,78400,2,78400,78400,78400
2019-04-11 09:25:00,78400,1,78400,78400,78400
2019-04-11 09:18:00,78300,1,78300,78300,78300
2019-04-11 09:11:00,78400,3,78200,78200,78400
2019-04-10 17:32:00,77900,50,77900,77900,77900
2019-04-10 17:31:00,77900,99,77900,77900,77900
2019-04-10 17:30:00,77900,381,78200,77900,78300
2019-04-10 17:29:00,78200,135,78800,78200,78800
2019-04-10 17:28:00,78800,92,78900,78800,78900
2019-04-10 17:26:00,78800,215,78300,78300,78800
2019-04-10 17:25:00,78200,170,78800,78200,78800
2019-04-10 17:23:00,78900,86,78800,78800,78900
2019-04-10 17:22:00,78900,309,79600,78800,79600
2019-04-10 17:21:00,79900,623,78300,78300,80000
2019-04-10 16:58:00,77900,2,77900,77900,77900
2019-04-10 16:49:00,78000,1,78000,78000,78000
2019-04-10 16:32:00,78000,1,78000,78000,78000
2019-04-10 16:31:00,78000,7,77800,77800,78000
2019-04-10 16:27:00,77600,1,77600,77600,77600
2019-04-10 16:10:00,77800,1,77800,77800,77800
2019-04-10 16:03:00,77900,1,77900,77900,77900
2019-04-10 15:57:00,77800,2,77800,77800,77800
2019-04-10 15:54:00,77600,1,77600,77600,77600
2019-04-10 15:52:00,77700,1,77700,77700,77700
2019-04-10 15:51:00,77800,2,77800,77800,77800
2019-04-10 15:44:00,77900,1,77900,77900,77900
2019-04-10 15:34:00,77700,1,77700,77700,77700
2019-04-10 15:25:00,77700,1,77700,77700,77700
2019-04-10 15:13:00,77800,1,77800,77800,77800
2019-04-10 14:48:00,77700,1,77700,77700,77700
2019-04-10 14:42:00,77700,1,77700,77700,77700
2019-04-10 14:36:00,77700,1,77700,77700,77700
2019-04-10 13:48:00,77700,3,77600,77600,77700
2019-04-10 13:42:00,77500,1,77500,77500,77500
2019-04-10 13:24:00,77500,1,77500,77500,77500
2019-04-10 12:35:00,77500,1,77500,77500,77500
2019-04-10 12:23:00,77700,1,77700,77700,77700
2019-04-10 12:22:00,77600,1,77600,77600,77600
2019-04-10 12:14:00,77600,1,77600,77600,77600
2019-04-10 12:05:00,77600,1,77600,77600,77600
2019-04-10 11:57:00,77700,1,77700,77700,77700
2019-04-10 11:52:00,77700,1,77700,77700,77700
