date,open,high,low,close,volume
2019-04-11 03:00:00,19.485,19.485,19.465,19.465,0.0
2019-04-11 03:01:00,19.45,19.45,19.43,19.43,11789.0
2019-04-11 03:02:00,19.44,19.44,19.425,19.425,5184.0
2019-04-11 03:03:00,19.435,19.455,19.43,19.455,28858.0
2019-04-11 03:04:00,19.45,19.47,19.45,19.46,7835.0
2019-04-11 03:05:00,19.46,19.475,19.445,19.45,26161.0
2019-04-11 03:06:00,19.445,19.445,19.445,19.445,1582.0
2019-04-11 03:07:00,19.435,19.44,19.425,19.44,2388.0
2019-04-11 03:08:00,19.44,19.44,19.44,19.44,4094.0
2019-04-11 03:09:00,19.43,19.43,19.425,19.425,3480.0
2019-04-11 03:10:00,19.43,19.44,19.43,19.435,16070.0
2019-04-11 03:11:00,19.44,19.445,19.44,19.445,19694.0
2019-04-11 03:12:00,19.445,19.445,19.425,19.425,10069.0
2019-04-11 03:13:00,19.42,19.435,19.42,19.435,7979.0
2019-04-11 03:14:00,19.435,19.445,19.415,19.415,26694.0
2019-04-11 03:15:00,19.41,19.42,19.41,19.42,10739.0
2019-04-11 03:16:00,19.425,19.435,19.425,19.43,5352.0
2019-04-11 03:17:00,19.445,19.445,19.44,19.44,1870.0
2019-04-11 03:18:00,19.435,19.435,19.435,19.435,5750.0
2019-04-11 03:19:00,19.435,19.435,19.435,19.435,1000.0
2019-04-11 03:20:00,19.435,19.435,19.42,19.42,1321.0
2019-04-11 03:21:00,19.415,19.42,19.405,19.42,30776.0
2019-04-11 03:22:00,19.415,19.415,19.415,19.415,6852.0
2019-04-11 03:23:00,19.42,19.42,19.42,19.42,5750.0
2019-04-11 03:24:00,19.42,19.425,19.42,19.425,11157.0
2019-04-11 03:25:00,19.42,19.425,19.42,19.425,5797.0
2019-04-11 03:26:00,19.42,19.425,19.42,19.425,9145.0
2019-04-11 03:27:00,19.415,19.415,19.415,19.415,1874.0
2019-04-11 03:28:00,19.42,19.42,19.42,19.42,93.0
2019-04-11 03:29:00,19.42,19.43,19.42,19.43,28669.0
2019-04-11 03:30:00,19.43,19.435,19.425,19.435,31930.0
2019-04-11 03:31:00,19.435,19.435,19.435,19.435,7301.0
2019-04-11 03:32:00,19.44,19.44,19.435,19.435,11459.0
2019-04-11 03:33:00,19.43,19.43,19.425,19.425,8559.0
2019-04-11 03:34:00,19.425,19.425,19.415,19.415,2866.0
2019-04-11 03:35:00,19.415,19.415,19.41,19.41,8336.0
2019-04-11 03:36:00,19.41,19.41,19.41,19.41,5000.0
2019-04-11 03:37:00,19.4,19.405,19.4,19.405,73819.0
2019-04-11 03:39:00,19.405,19.415,19.405,19.41,9872.0
2019-04-11 03:40:00,19.405,19.41,19.405,19.41,1280.0
2019-04-11 03:41:00,19.41,19.41,19.41,19.41,9888.0
2019-04-11 03:43:00,19.405,19.41,19.405,19.41,9215.0
2019-04-11 03:44:00,19.41,19.41,19.4,19.4,3234.0
2019-04-11 03:45:00,19.4,19.4,19.4,19.4,8727.0
2019-04-11 03:47:00,19.4,19.4,19.395,19.4,11766.0
2019-04-11 03:48:00,19.395,19.4,19.39,19.39,2469.0
2019-04-11 03:49:00,19.395,19.395,19.39,19.395,6357.0
2019-04-11 03:50:00,19.39,19.39,19.385,19.385,3131.0
2019-04-11 03:51:00,19.385,19.39,19.385,19.39,5520.0
2019-04-11 03:52:00,19.39,19.39,19.365,19.37,31522.0
2019-04-11 03:53:00,19.37,19.37,19.37,19.37,45999.0
2019-04-11 03:54:00,19.37,19.38,19.37,19.38,22242.0
2019-04-11 03:55:00,19.375,19.38,19.375,19.38,11877.0
2019-04-11 03:56:00,19.38,19.38,19.375,19.38,14825.0
2019-04-11 03:57:00,19.38,19.38,19.38,19.38,812.0
2019-04-11 03:58:00,19.38,19.38,19.375,19.375,4469.0
2019-04-11 03:59:00,19.38,19.38,19.37,19.37,9337.0
2019-04-11 04:00:00,19.38,19.395,19.38,19.39,21483.0
2019-04-11 04:01:00,19.39,19.39,19.385,19.385,7041.0
2019-04-11 04:02:00,19.385,19.405,19.385,19.4,30178.0
2019-04-11 04:03:00,19.4,19.4,19.38,19.38,10093.0
2019-04-11 04:04:00,19.38,19.385,19.38,19.385,2621.0
2019-04-11 04:05:00,19.385,19.385,19.385,19.385,1749.0
2019-04-11 04:06:00,19.395,19.395,19.395,19.395,2359.0
2019-04-11 04:07:00,19.395,19.4,19.39,19.395,7677.0
2019-04-11 04:08:00,19.395,19.405,19.395,19.405,7227.0
2019-04-11 04:09:00,19.395,19.395,19.395,19.395,1887.0
2019-04-11 04:10:00,19.395,19.395,19.395,19.395,1632.0
2019-04-11 04:11:00,19.4,19.405,19.4,19.405,6341.0
2019-04-11 04:12:00,19.395,19.41,19.395,19.41,10280.0
2019-04-11 04:13:00,19.405,19.405,19.405,19.405,0.0
2019-04-11 04:14:00,19.405,19.41,19.405,19.405,3290.0
2019-04-11 04:15:00,19.405,19.405,19.4,19.4,2775.0
2019-04-11 04:16:00,19.4,19.4,19.39,19.39,12461.0
2019-04-11 04:17:00,19.385,19.39,19.385,19.385,6859.0
2019-04-11 04:18:00,19.385,19.385,19.38,19.38,2665.0
2019-04-11 04:19:00,19.385,19.385,19.38,19.385,9038.0
2019-04-11 04:21:00,19.395,19.405,19.395,19.405,8742.0
2019-04-11 04:22:00,19.405,19.405,19.4,19.405,4333.0
2019-04-11 04:23:00,19.405,19.41,19.405,19.41,3917.0
2019-04-11 04:24:00,19.415,19.415,19.405,19.405,1792.0
2019-04-11 04:25:00,19.415,19.415,19.415,19.415,618.0
2019-04-11 04:27:00,19.42,19.42,19.415,19.42,3858.0
2019-04-11 04:28:00,19.42,19.42,19.42,19.42,2760.0
2019-04-11 04:29:00,19.42,19.42,19.415,19.415,1412.0
2019-04-11 04:30:00,19.425,19.425,19.425,19.425,2.0
2019-04-11 04:32:00,19.42,19.43,19.42,19.43,11354.0
2019-04-11 04:33:00,19.435,19.435,19.435,19.435,506.0
2019-04-11 04:34:00,19.435,19.435,19.43,19.43,4239.0
2019-04-11 04:35:00,19.435,19.435,19.435,19.435,1011.0
2019-04-11 04:37:00,19.43,19.43,19.425,19.43,6620.0
2019-04-11 04:39:00,19.43,19.435,19.425,19.425,3640.0
2019-04-11 04:40:00,19.43,19.43,19.425,19.425,5788.0
2019-04-11 04:41:00,19.42,19.425,19.42,19.425,310.0
2019-04-11 04:42:00,19.425,19.425,19.42,19.425,6349.0
2019-04-11 04:44:00,19.43,19.43,19.43,19.43,2500.0
2019-04-11 04:45:00,19.43,19.43,19.43,19.43,2215.0
2019-04-11 04:49:00,19.435,19.435,19.435,19.435,1490.0
2019-04-11 04:50:00,19.435,19.435,19.435,19.435,1560.0
2019-04-11 04:52:00,19.44,19.44,19.435,19.44,7027.0
2019-04-11 04:53:00,19.445,19.445,19.445,19.445,1618.0
2019-04-11 04:54:00,19.445,19.445,19.445,19.445,2500.0
2019-04-11 04:55:00,19.44,19.44,19.44,19.44,3201.0
2019-04-11 04:56:00,19.44,19.455,19.435,19.455,15803.0
2019-04-11 04:57:00,19.455,19.455,19.45,19.455,13408.0
2019-04-11 04:58:00,19.455,19.455,19.44,19.44,8116.0
2019-04-11 04:59:00,19.435,19.435,19.435,19.435,3893.0
2019-04-11 05:00:00,19.44,19.44,19.44,19.44,7030.0
2019-04-11 05:01:00,19.44,19.44,19.44,19.44,2381.0
2019-04-11 05:02:00,19.445,19.445,19.445,19.445,1419.0
2019-04-11 05:03:00,19.445,19.445,19.445,19.445,1000.0
2019-04-11 05:04:00,19.445,19.445,19.445,19.445,1003.0
2019-04-11 05:05:00,19.445,19.445,19.445,19.445,750.0
2019-04-11 05:06:00,19.445,19.445,19.44,19.44,10228.0
2019-04-11 05:07:00,19.44,19.44,19.44,19.44,3807.0
2019-04-11 05:08:00,19.44,19.45,19.44,19.445,8113.0
